time_of_day,avg_condition_8,avg_condition_6,avg_condition_10,avg_condition_1,avg_condition_7,avg_condition_12,avg_condition_4,avg_condition_21,avg_condition_20,avg_condition_19,avg_condition_18,avg_condition_17,avg_condition_5,avg_condition_15,avg_condition_9,avg_condition_3,avg_condition_13,avg_condition_22,avg_condition_11,avg_condition_14,avg_condition_16,avg_condition_23,avg_condition_2,avg_control_1,avg_control_21,avg_control_10,avg_control_17,avg_control_30,avg_control_15,avg_control_3,avg_control_27,avg_control_26,avg_control_25,avg_control_24,avg_control_18,avg_control_22,avg_control_20,avg_control_19,avg_control_29,avg_control_23,avg_control_16,avg_control_14,avg_control_13,avg_control_11,avg_control_9,avg_control_8,avg_control_7,avg_control_6,avg_control_5,avg_control_4,avg_control_31,avg_control_12,avg_control_32,avg_control_28,avg_control_2
21:25,488.46,209.80,471.27,90.06,580.07,294.40,382.47,15.00,133.83,106.93,47.33,130.13,261.27,128.47,351.07,407.53,205.83,215.93,125.06,36.00,69.21,341.27,51.37,99.14,91.32,201.93,78.95,166.20,185.93,81.78,150.79,389.39,237.13,936.07,220.35,325.00,180.23,179.89,218.76,128.33,242.12,119.00,82.93,196.59,147.90,458.45,138.19,188.00,132.15,253.18,133.31,113.42,134.94,213.18,424.23
21:26,423.77,202.07,427.33,85.81,460.47,256.47,428.07,11.71,115.67,184.33,59.67,106.13,277.13,121.80,278.07,414.67,251.61,235.60,117.44,31.80,113.86,279.95,79.37,81.00,102.73,153.53,146.15,137.53,158.07,100.76,135.71,504.00,190.60,798.27,200.82,395.93,203.86,158.95,321.71,112.87,220.71,155.60,131.87,331.53,111.75,391.85,112.94,270.19,134.58,235.64,131.44,85.46,134.56,231.47,388.14
21:27,455.31,179.73,322.53,96.19,418.67,180.33,458.27,17.21,105.50,152.60,85.40,52.47,278.73,104.60,282.43,382.60,209.67,323.67,133.12,34.87,119.17,287.14,32.15,88.61,173.09,73.33,196.45,149.60,139.60,99.52,140.57,452.52,221.87,728.13,149.41,389.13,242.18,218.42,220.24,89.67,234.59,233.27,136.73,299.24,183.30,523.80,144.06,195.03,100.00,292.95,106.69,85.04,147.17,248.59,470.41
21:28,462.15,311.60,378.80,49.44,513.33,297.27,533.53,50.86,99.06,106.13,66.47,45.00,164.20,142.93,214.07,439.67,270.89,342.73,75.88,21.13,87.86,278.77,55.04,60.22,179.00,150.67,155.45,236.73,192.60,93.98,267.14,444.78,211.93,551.33,99.47,344.47,142.09,199.37,212.71,94.07,255.00,459.33,86.00,357.82,170.40,453.60,134.47,226.47,133.64,301.73,148.08,64.12,169.00,205.18,515.68
21:29,475.69,237.60,266.80,48.19,332.27,209.20,427.00,37.93,80.00,149.07,78.40,57.00,266.40,163.47,288.86,350.73,219.89,259.20,100.62,16.60,132.21,304.86,42.81,91.00,172.91,203.00,157.35,306.47,227.27,89.30,232.93,382.48,249.87,639.40,126.65,364.40,193.41,154.05,216.76,157.53,215.18,564.07,87.93,337.00,123.50,388.05,96.53,200.78,133.94,268.59,138.33,69.50,146.08,490.47,466.14
21:30,331.69,290.27,386.33,43.88,572.47,204.20,519.60,48.43,81.56,117.33,104.13,51.53,282.87,145.07,349.21,486.93,211.06,322.87,186.62,30.80,173.10,460.32,22.96,95.58,128.73,289.20,151.20,263.33,174.00,117.72,283.43,458.74,310.47,675.67,152.82,313.67,151.00,153.53,286.24,223.87,225.12,761.73,105.40,326.18,149.90,388.85,133.17,226.94,126.36,277.50,176.47,76.04,140.36,248.47,479.14
21:31,317.23,160.40,313.20,57.19,493.67,179.60,496.53,23.57,100.06,203.67,61.20,43.20,226.00,123.73,255.64,374.00,340.11,288.93,147.12,12.67,155.97,445.23,58.11,55.94,178.36,294.27,147.70,258.27,191.07,70.61,271.86,357.35,260.00,534.07,154.29,310.60,172.91,173.63,304.12,121.73,272.82,549.80,96.27,264.29,146.70,456.00,138.25,207.86,105.21,241.68,169.78,64.67,144.89,237.65,503.55
21:32,384.69,125.20,420.53,111.56,406.07,220.47,621.13,29.07,88.17,401.67,154.80,86.40,200.13,104.67,291.64,274.00,246.11,298.60,241.12,23.67,156.38,362.36,24.74,40.83,154.55,192.67,117.60,294.67,341.60,80.70,279.71,493.91,303.67,484.07,151.29,298.87,387.09,200.16,180.29,131.40,220.94,525.00,90.87,241.35,109.35,391.45,133.75,208.78,70.48,233.36,164.39,104.96,117.06,269.53,518.41
21:33,508.77,153.47,366.80,94.12,473.20,207.67,340.53,44.50,50.28,182.60,67.47,64.80,212.33,117.73,144.00,337.73,265.61,324.27,267.12,20.53,136.38,387.23,10.67,71.67,149.27,209.53,242.70,279.07,263.13,60.35,303.93,436.70,276.27,755.93,128.94,353.13,275.27,158.05,239.76,181.07,288.65,357.60,142.07,245.24,74.05,438.35,106.33,165.33,68.73,308.36,154.92,67.96,142.86,285.06,489.68
21:34,377.15,171.53,492.07,84.62,396.33,177.20,435.40,32.43,48.89,131.53,53.67,67.80,230.53,75.47,287.07,425.33,421.56,324.80,235.50,3.47,116.14,376.73,13.44,55.06,151.50,319.07,210.05,139.60,277.33,78.65,317.36,414.39,423.47,718.40,179.00,282.13,277.27,128.21,219.82,181.00,285.47,526.87,165.27,205.82,59.35,422.90,119.67,151.83,56.00,241.50,163.72,109.96,137.72,381.88,478.91
21:35,362.54,229.67,372.67,112.44,432.13,121.47,482.53,98.43,91.17,210.80,83.73,95.87,227.40,83.00,257.43,356.53,317.78,278.00,242.94,5.67,100.62,349.23,23.74,40.00,236.36,391.60,150.00,169.00,248.67,86.93,189.79,385.00,319.00,432.60,151.41,255.53,255.36,108.68,168.82,159.73,344.06,451.33,144.73,159.18,128.55,354.30,110.72,176.31,55.76,313.95,153.28,116.96,155.03,394.41,658.27
21:36,425.54,229.27,462.13,93.75,383.87,210.47,446.00,70.64,62.28,124.27,81.40,80.47,97.07,158.73,218.00,364.93,367.17,280.33,158.38,16.13,129.45,350.14,9.56,36.53,259.09,400.60,120.45,86.80,321.87,74.48,219.71,204.57,305.40,449.20,193.24,233.20,198.77,152.79,153.65,314.13,353.65,427.93,161.80,175.00,138.55,411.25,138.89,161.14,80.64,311.14,141.97,113.88,177.42,389.18,556.95
21:37,354.85,174.93,479.87,80.31,417.53,300.00,434.60,75.50,53.11,48.20,46.80,42.20,79.00,123.73,195.43,368.20,181.33,250.07,168.88,37.00,136.24,352.05,23.19,58.94,327.55,341.53,140.35,113.13,389.80,93.89,150.21,312.65,316.73,527.67,289.41,242.53,120.55,124.00,192.12,363.67,268.82,343.80,163.33,117.18,236.60,389.80,135.64,232.86,47.09,199.32,179.50,109.50,137.00,464.24,564.55
21:38,332.15,236.13,497.33,62.88,259.07,265.60,410.67,93.29,61.89,85.40,50.87,99.07,115.33,135.60,140.14,280.67,159.22,335.73,101.94,34.80,77.48,329.82,16.48,51.28,277.86,438.00,123.30,117.13,299.73,80.70,172.64,225.91,269.47,611.60,176.71,265.73,84.55,87.05,235.35,232.93,250.41,337.33,119.93,245.00,164.25,322.15,148.86,170.42,69.09,215.55,204.67,128.42,95.64,516.12,370.95
21:39,242.38,226.07,364.87,55.56,410.07,230.00,408.80,43.57,49.28,176.27,88.60,59.80,77.87,108.33,233.86,239.53,181.78,296.27,190.88,0.40,78.24,397.73,7.56,75.03,257.73,409.67,125.10,155.53,223.53,87.28,208.21,215.57,234.47,803.27,168.76,195.07,84.91,86.26,254.12,169.40,205.59,354.33,112.80,234.41,190.90,390.65,141.14,305.06,96.36,271.95,206.86,86.50,105.53,465.88,350.27
21:40,371.15,220.53,371.47,80.62,425.60,168.80,427.33,19.07,83.78,90.93,82.53,108.47,81.20,156.20,203.57,224.53,96.11,255.00,224.31,2.87,85.10,367.18,15.89,89.56,237.95,323.40,65.45,133.60,206.00,90.91,290.00,180.09,263.53,581.13,175.24,173.93,126.64,68.79,212.24,149.87,193.24,374.53,128.27,231.82,151.05,409.50,142.06,229.14,93.67,160.73,177.42,115.96,114.33,338.35,388.00
21:41,584.69,165.13,427.27,103.31,346.20,185.20,306.93,43.64,39.44,114.27,64.27,45.27,103.60,160.47,251.21,260.27,131.17,327.93,213.38,0.00,86.59,329.73,8.26,94.47,179.73,270.87,81.60,87.33,225.53,108.72,307.43,235.70,265.93,645.67,275.59,322.00,153.55,94.26,172.24,281.00,416.53,317.93,49.67,288.00,115.35,366.85,164.44,193.61,79.88,108.68,134.72,90.21,101.72,246.29,346.09
21:42,563.62,193.47,417.93,114.81,526.73,188.53,402.00,37.57,54.06,152.00,161.27,52.80,130.27,89.93,367.29,378.87,140.39,290.27,371.38,3.07,74.07,333.86,46.26,123.42,219.82,231.80,127.20,143.27,205.40,100.48,296.43,307.48,252.53,566.80,340.82,287.27,159.23,121.32,236.35,245.93,256.59,328.87,96.27,235.41,93.90,467.60,167.72,226.31,122.06,85.14,93.69,114.21,136.78,275.76,408.05
21:43,545.54,247.27,456.27,131.12,517.47,160.60,414.13,37.64,70.89,114.60,108.07,64.00,193.47,59.53,415.14,241.73,158.78,228.80,300.88,1.13,102.90,309.77,22.93,85.33,305.27,265.07,70.25,140.73,248.40,92.00,289.07,363.87,277.60,739.80,209.76,170.80,188.32,79.53,315.76,223.13,249.06,328.67,71.73,209.29,132.40,403.70,229.19,232.56,136.82,134.09,109.92,97.21,105.19,324.53,421.64
21:44,409.77,267.47,487.60,152.44,486.53,241.27,313.40,57.71,98.06,93.73,95.07,54.20,135.60,74.33,356.71,336.87,221.11,170.60,343.88,1.60,91.00,405.77,31.63,167.50,235.00,193.60,91.40,143.33,124.00,98.24,308.29,406.04,249.07,693.13,352.59,201.73,86.45,57.16,328.47,230.87,207.35,363.07,111.47,141.76,107.15,401.25,172.08,238.69,99.27,161.95,174.89,85.42,115.47,312.29,362.55
21:45,404.38,231.67,576.93,98.50,377.87,215.67,299.87,13.14,67.11,170.80,133.73,128.20,108.53,39.60,383.79,341.00,197.28,169.60,372.88,0.00,74.86,241.82,20.41,146.69,337.73,208.67,92.85,144.60,226.93,109.72,347.29,320.83,179.20,716.40,312.65,230.73,86.64,100.26,223.06,212.87,172.41,352.00,73.27,184.76,114.10,413.40,195.61,263.50,103.52,211.59,141.06,76.79,117.08,346.41,429.09
21:46,438.31,185.27,477.67,94.75,371.67,197.20,409.33,10.07,58.33,143.20,76.73,115.47,135.93,67.53,341.21,261.13,286.89,164.40,289.06,0.00,65.41,256.09,67.63,121.83,215.23,214.33,118.30,210.13,168.00,113.07,369.71,253.35,270.80,554.20,350.59,262.67,82.86,109.42,167.94,199.27,203.00,409.07,88.87,183.06,187.25,286.15,166.08,277.14,149.91,142.77,153.58,59.08,88.81,338.71,385.32
21:47,319.69,175.53,427.80,108.81,349.93,242.67,390.93,74.21,79.94,121.93,77.13,151.67,144.67,34.80,413.86,377.67,245.22,218.73,247.19,0.73,88.59,247.82,49.00,118.72,208.05,217.13,95.90,125.67,209.27,108.72,357.71,259.52,319.07,528.13,252.53,279.00,147.00,77.58,172.65,231.27,261.24,551.27,72.00,224.82,137.00,506.00,135.33,300.69,159.70,181.32,172.11,71.38,84.47,290.59,437.00
21:48,399.92,221.67,388.00,51.25,426.40,266.20,631.00,107.14,50.22,78.80,128.40,53.27,126.27,58.20,315.21,247.13,135.39,141.40,212.44,0.20,120.48,343.95,26.93,145.97,171.45,211.93,54.15,95.47,234.27,78.85,199.07,169.13,401.53,572.40,209.76,233.73,47.09,39.16,247.71,222.00,220.00,305.60,51.20,298.76,163.45,655.45,146.28,291.47,127.42,145.73,187.50,83.17,81.31,276.35,412.41
21:49,309.54,253.73,465.27,27.94,449.07,218.27,509.13,78.21,44.06,82.67,111.00,61.27,118.27,56.53,258.14,291.27,235.72,110.20,203.38,8.73,65.34,355.59,37.89,149.61,138.68,280.33,95.95,124.73,224.80,115.43,240.43,163.87,402.93,594.27,237.65,348.93,37.77,54.11,248.35,295.13,158.82,390.40,62.67,267.35,87.55,405.90,186.39,313.11,150.27,160.82,173.03,30.58,88.50,272.35,355.45
21:50,380.31,242.73,511.33,54.12,373.07,145.47,504.73,89.64,17.44,102.53,109.40,69.53,108.73,56.53,268.57,303.40,277.50,103.87,208.12,0.00,67.07,359.95,25.74,113.56,152.64,279.07,94.80,170.33,417.13,92.46,242.64,195.65,362.27,774.53,220.12,400.47,39.27,49.00,214.41,213.73,168.88,452.20,80.47,302.82,94.15,451.45,128.39,267.81,160.45,221.00,222.50,75.12,80.47,354.47,289.09
21:51,378.23,198.20,542.93,65.12,304.93,180.27,360.67,51.07,16.72,232.27,63.53,43.47,120.40,69.87,345.86,236.73,232.44,106.67,202.50,1.00,54.90,292.91,20.52,101.19,155.36,346.73,33.20,114.13,346.53,94.17,219.43,157.65,311.80,699.67,279.29,350.20,28.09,39.37,243.00,152.60,179.06,408.13,82.60,115.18,119.45,449.10,178.14,326.53,157.30,179.09,222.42,110.08,88.39,460.29,270.82
21:52,326.69,187.67,571.07,70.81,298.07,219.33,465.13,36.21,13.00,148.53,92.47,96.40,143.20,44.33,258.00,325.20,231.39,130.40,179.88,17.60,52.14,311.32,19.19,99.64,186.82,472.27,101.20,168.07,309.07,113.41,139.57,176.43,332.87,544.67,223.47,314.67,20.32,36.32,232.41,142.93,131.94,395.07,107.07,131.29,158.85,371.40,187.11,361.81,155.73,240.18,244.92,113.17,80.97,353.29,399.41
21:53,352.31,218.80,579.53,72.25,314.67,201.27,307.93,68.21,38.22,179.07,79.53,52.67,83.13,55.67,292.57,290.07,281.67,219.07,201.44,32.67,39.79,345.32,27.81,112.83,161.82,392.60,106.95,193.53,297.53,80.91,204.57,195.78,285.07,616.47,307.29,160.27,13.23,83.58,238.18,168.00,117.76,338.00,67.27,139.76,190.10,398.90,134.17,280.78,84.33,252.55,218.39,107.12,137.78,239.24,464.86
21:54,385.69,280.00,596.47,105.44,370.80,259.40,348.47,36.50,49.44,138.93,65.33,56.00,130.60,97.93,201.21,321.00,203.17,181.67,216.81,29.27,54.17,317.55,13.59,93.33,149.05,318.07,146.10,145.33,197.87,65.09,202.71,188.91,181.53,605.93,207.24,149.67,5.86,82.21,224.24,122.13,90.88,282.13,84.40,196.00,160.35,410.20,117.42,396.22,132.55,212.77,214.19,57.92,129.72,293.59,331.55
21:55,485.23,266.73,536.20,108.50,355.00,227.27,445.00,67.36,42.06,118.87,70.47,65.07,62.80,155.93,230.57,305.80,309.89,269.27,298.94,62.53,78.62,367.82,23.11,127.17,259.59,293.73,235.75,104.93,143.13,81.96,221.79,188.52,278.53,693.93,145.18,203.73,21.09,172.05,221.88,89.60,204.88,490.00,51.73,166.94,124.65,299.25,141.17,376.72,81.06,119.86,181.58,40.12,113.47,333.06,303.82
21:56,381.77,290.27,395.40,66.06,402.20,208.13,349.47,136.36,25.83,69.13,109.20,37.40,92.27,81.53,306.21,310.80,352.72,300.73,197.06,34.73,94.76,330.27,36.70,93.39,333.18,318.00,150.95,141.13,198.27,49.20,149.07,149.70,295.40,545.00,267.06,161.53,43.55,133.32,363.24,137.60,130.29,357.53,124.80,187.24,90.05,386.15,136.67,390.83,127.91,144.18,158.17,74.38,125.75,311.06,341.09
21:57,420.54,283.93,310.67,141.12,310.87,142.87,536.40,78.79,17.61,44.67,92.73,46.07,140.27,45.60,190.64,252.40,299.67,323.07,208.00,55.13,79.62,311.73,38.26,111.72,267.73,296.20,158.40,177.93,218.20,81.43,287.36,172.70,338.87,524.73,290.53,172.73,42.73,175.16,171.82,204.20,153.35,436.13,46.27,150.65,59.25,453.40,215.67,392.28,146.64,147.27,179.31,117.62,74.00,392.53,392.73
21:58,348.00,308.13,418.20,63.50,313.33,226.53,423.07,97.00,24.17,88.20,88.53,60.33,63.87,66.00,165.57,349.87,385.39,226.73,161.00,58.60,64.90,305.32,72.59,49.28,223.64,238.53,147.90,127.27,243.60,78.15,222.14,240.13,308.33,576.20,256.18,158.80,20.68,87.42,167.88,242.07,155.12,401.80,86.07,216.41,71.60,351.40,263.61,385.72,146.67,145.41,204.28,127.67,112.75,446.71,327.32
21:59,425.85,353.33,479.00,62.44,361.67,137.87,343.67,60.71,42.50,103.93,32.53,49.67,56.40,48.93,120.57,307.00,323.33,307.47,174.00,20.73,92.38,362.05,29.81,80.81,251.14,244.40,114.50,140.27,96.07,60.02,303.29,362.39,278.33,560.93,249.12,169.33,49.50,81.89,186.71,154.40,156.12,459.87,63.73,180.65,80.30,241.15,200.56,335.33,124.06,231.27,188.58,92.21,100.19,332.35,278.50
22:00,438.62,286.40,404.27,81.56,245.20,128.93,445.93,111.79,109.28,69.67,59.27,58.40,96.53,133.60,183.64,221.47,244.22,230.47,151.94,23.27,104.07,343.23,28.48,160.97,199.95,159.27,137.85,167.27,143.93,53.17,240.07,293.91,216.47,535.73,292.41,162.00,73.23,145.95,179.76,142.87,123.65,400.20,55.33,221.35,216.45,231.10,139.06,225.69,103.91,178.32,171.36,154.62,116.81,349.88,344.23
22:01,569.31,218.20,601.13,63.69,229.00,235.73,467.87,228.50,64.17,120.07,56.00,56.60,79.40,152.67,151.07,264.40,309.11,216.07,164.69,21.87,91.69,384.68,10.07,165.39,217.41,198.33,181.40,227.27,140.13,87.30,450.29,316.74,170.80,671.07,285.94,164.40,35.05,107.05,160.06,193.47,176.29,529.73,76.20,146.06,145.60,314.20,136.75,300.75,111.88,198.50,174.22,108.46,97.42,298.71,285.45
22:02,375.77,215.40,390.67,58.75,350.27,262.73,348.13,193.00,38.33,141.00,42.47,75.33,59.07,97.27,181.57,261.33,350.72,187.20,176.94,5.47,126.93,396.09,15.11,154.50,232.95,268.47,182.85,285.20,163.07,125.85,435.86,280.70,143.73,776.33,394.65,191.47,122.82,87.84,200.35,147.67,129.82,264.67,74.73,114.29,103.25,280.70,179.69,321.14,99.88,171.45,204.89,130.96,73.44,233.47,368.50
22:03,275.77,256.93,418.47,26.56,309.73,187.07,370.00,108.29,61.39,122.07,66.53,52.67,72.93,105.60,170.57,281.13,265.50,220.07,189.31,4.00,143.97,363.86,8.26,145.67,208.50,269.07,181.15,245.60,131.07,69.48,386.86,209.87,155.73,649.87,240.71,145.47,47.36,84.53,235.29,196.20,232.47,267.67,49.80,138.41,177.80,240.85,192.78,271.97,95.61,200.77,198.17,109.17,54.11,272.76,436.41
22:04,261.23,268.53,424.47,53.38,275.07,124.80,409.53,92.71,30.11,131.13,65.73,75.87,37.73,123.20,192.07,245.13,321.78,132.87,104.81,4.67,99.97,331.68,24.63,94.78,213.77,283.73,184.25,192.80,146.20,79.70,507.86,165.13,179.73,615.80,157.71,112.47,36.27,106.58,220.18,167.93,194.35,228.73,41.73,145.18,105.90,237.20,139.72,208.33,141.00,137.32,174.08,48.50,61.36,294.76,351.50
22:05,130.92,241.67,375.87,37.69,358.67,146.27,359.00,70.00,41.11,86.27,91.87,151.67,97.93,117.13,218.50,224.20,218.22,108.40,181.38,0.73,97.03,288.00,9.15,87.31,225.45,498.00,188.70,173.93,95.73,78.93,601.36,122.74,165.47,502.33,150.24,225.60,6.50,91.68,356.00,341.60,210.82,198.47,24.87,49.41,82.45,243.25,166.97,138.58,116.88,133.32,181.72,42.46,35.89,211.29,337.73
22:06,134.23,212.80,379.13,27.06,364.13,157.33,412.40,61.36,13.33,80.33,50.73,82.60,110.53,80.20,163.79,255.60,174.67,135.33,191.06,0.60,131.48,291.73,13.63,89.31,160.32,427.13,151.25,255.60,99.67,53.65,548.71,171.48,130.80,490.07,288.41,145.73,29.77,113.37,229.65,233.60,246.35,130.73,37.07,61.24,85.45,290.90,147.28,79.36,101.94,147.00,178.56,47.42,44.61,270.29,565.91
22:07,192.62,191.93,383.27,55.81,268.27,177.20,457.27,185.71,8.28,61.67,66.20,85.60,130.33,95.60,181.43,314.67,160.83,137.27,171.62,1.33,114.03,327.59,11.00,98.92,241.82,302.80,98.80,173.93,101.80,52.46,626.79,155.39,148.33,498.27,168.35,188.13,22.50,92.63,253.06,225.80,194.71,84.00,103.27,72.82,70.25,290.40,140.17,66.92,92.18,153.91,145.81,50.54,67.83,280.24,481.82
22:08,259.46,194.87,471.93,42.00,317.27,110.73,369.07,79.36,2.39,81.00,81.27,180.33,86.73,92.27,196.50,265.00,220.17,264.47,194.94,0.00,70.62,395.18,10.52,135.19,217.14,244.60,188.35,223.00,88.67,51.04,553.50,160.13,132.87,482.13,175.35,116.67,47.77,109.11,262.88,169.13,183.06,120.87,69.47,124.29,55.85,316.80,185.06,54.56,129.97,76.00,145.94,53.17,44.97,215.71,437.05
22:09,264.00,163.73,398.93,51.81,323.73,154.93,325.93,83.86,4.17,172.20,102.47,116.33,193.87,87.67,218.07,190.20,345.67,211.13,178.62,0.20,52.31,471.09,15.74,131.53,197.95,165.27,251.20,156.53,104.67,63.07,724.07,197.13,165.67,390.87,189.06,180.60,79.95,128.58,279.82,140.93,158.29,214.20,45.87,166.18,81.95,331.20,120.00,41.83,129.03,114.00,151.67,49.25,49.25,239.41,448.91
22:10,328.92,172.13,410.67,49.31,291.07,138.27,262.80,30.36,3.22,129.93,49.07,137.07,108.07,114.80,315.50,275.60,322.83,135.80,108.06,6.80,57.10,473.18,16.56,108.89,267.23,168.67,154.50,157.40,92.87,88.78,801.29,155.13,149.20,596.47,208.65,173.20,52.00,112.58,155.65,167.87,135.53,91.27,88.87,209.65,94.45,237.90,132.25,100.69,153.52,104.05,181.31,56.62,49.50,251.24,461.05
22:11,306.46,167.33,473.87,89.69,336.87,163.47,314.00,97.29,6.11,89.67,89.47,134.93,114.87,108.53,400.50,177.40,259.83,109.93,180.56,2.53,40.17,368.05,30.56,119.56,306.95,176.53,119.00,313.47,120.47,94.85,646.86,170.43,65.40,492.07,234.35,148.07,43.73,49.05,209.06,171.60,166.35,137.93,81.53,188.35,65.55,368.15,154.22,142.86,131.79,175.05,116.22,73.75,44.00,195.65,443.32
22:12,215.15,138.87,381.27,99.94,304.20,96.60,302.00,99.93,5.89,142.87,88.67,171.53,130.40,55.47,293.64,198.73,241.56,228.20,175.38,0.00,36.62,387.77,29.89,112.06,198.64,166.00,84.20,247.27,66.13,88.57,609.79,218.91,120.60,353.13,264.24,137.07,7.82,80.47,267.82,211.20,288.12,135.87,65.47,153.94,72.25,257.60,188.61,107.75,139.18,118.05,166.06,79.58,40.39,201.41,440.18
22:13,146.46,145.93,469.07,79.12,326.00,142.40,296.13,80.36,8.56,173.67,124.60,102.20,135.40,46.93,113.57,166.67,272.89,324.93,108.38,11.87,110.45,348.77,15.48,113.00,136.05,121.73,58.70,187.80,52.53,106.67,725.93,228.22,136.80,339.33,328.88,259.33,37.91,111.68,199.47,209.33,271.76,111.80,155.60,132.29,44.35,261.80,193.31,134.17,104.03,91.59,113.83,74.75,57.11,315.00,247.41
22:14,171.85,180.80,557.33,57.94,331.47,120.87,249.80,33.71,15.28,107.00,82.73,87.33,142.53,65.80,121.07,188.87,258.50,220.13,128.62,19.73,93.72,380.82,21.70,87.25,174.73,139.13,66.40,166.67,82.53,139.30,745.50,200.26,176.33,528.47,247.71,224.93,119.45,186.79,221.24,225.93,172.00,263.20,137.07,172.00,136.45,353.35,124.19,126.67,67.12,156.18,110.61,49.96,73.00,523.18,332.09
22:15,307.77,259.07,520.93,73.94,297.80,188.53,272.80,27.43,5.17,243.87,113.60,127.80,121.13,106.07,186.36,309.40,230.11,254.13,95.12,22.53,43.38,369.77,19.52,69.19,242.27,106.73,42.50,221.53,72.33,116.52,577.43,153.39,195.87,482.87,116.41,338.53,53.91,175.32,212.76,205.33,161.59,191.33,126.87,154.65,113.90,268.55,148.14,147.67,79.79,237.45,175.44,65.04,61.25,419.88,397.14
22:16,107.23,233.33,389.00,79.69,287.53,137.60,361.13,71.29,39.39,109.73,45.47,88.33,152.40,122.47,156.36,276.93,330.06,226.80,46.12,2.73,29.55,402.32,28.93,70.33,210.73,119.93,79.75,197.27,136.93,92.76,708.00,146.39,152.13,640.13,97.47,426.40,124.41,118.16,213.76,180.13,158.59,82.13,180.13,132.65,85.55,263.00,185.06,177.25,94.48,227.09,193.33,64.17,61.81,435.12,369.95
22:17,130.46,132.33,472.33,59.44,337.93,157.27,252.47,61.21,58.33,117.47,30.00,77.40,95.67,130.20,123.71,227.47,294.00,221.93,67.94,0.00,44.28,375.41,19.74,102.64,192.18,121.40,106.70,191.73,160.67,77.20,793.36,157.26,179.07,416.27,108.94,382.47,104.50,109.42,292.88,191.20,190.41,106.27,98.53,116.94,42.95,342.05,121.19,213.08,85.12,243.59,157.53,61.12,121.53,324.88,319.27
22:18,160.08,178.73,454.33,49.12,341.53,128.60,224.20,36.36,57.39,119.67,63.60,60.20,181.00,144.20,163.64,239.13,227.17,210.07,166.00,0.00,41.28,369.50,26.70,86.31,129.09,171.93,142.70,184.27,90.73,71.67,913.50,189.91,173.13,397.60,80.41,316.40,49.77,39.32,237.18,116.93,172.53,132.07,69.27,77.88,25.85,318.70,110.03,161.19,35.33,213.86,146.44,94.42,68.00,356.12,367.36
22:19,127.23,123.13,427.27,75.56,243.27,140.67,258.07,10.21,29.44,172.40,41.20,61.53,103.73,166.87,167.93,149.67,204.39,248.53,300.19,2.13,25.41,424.73,19.74,67.92,124.05,212.47,61.15,232.20,37.20,67.74,858.57,138.22,104.00,428.47,123.24,229.60,48.55,95.47,286.53,174.33,136.88,146.40,59.93,133.18,136.20,331.40,129.58,191.08,75.55,156.73,118.97,96.12,61.83,275.71,416.64
22:20,100.23,140.60,394.33,77.94,241.40,192.33,188.33,7.29,45.06,159.80,71.60,62.93,99.47,151.60,184.00,164.60,134.94,184.40,212.88,0.00,42.28,364.55,17.81,110.69,191.32,229.93,71.65,96.67,200.53,77.13,784.29,174.09,107.47,467.60,150.29,227.73,49.09,173.37,218.53,156.67,120.18,137.80,68.00,128.29,161.35,257.40,194.28,206.92,65.61,164.82,116.53,82.75,72.00,221.35,410.50
22:21,111.38,117.33,379.87,65.38,229.20,86.27,164.73,36.64,35.78,125.13,44.13,16.33,86.80,138.67,187.29,160.53,195.00,150.07,177.06,0.00,29.72,369.55,22.48,103.72,223.95,308.40,115.30,96.40,247.13,87.65,688.86,285.39,116.20,398.27,143.47,323.27,54.64,93.05,377.94,213.07,106.88,264.73,141.20,158.06,145.35,265.85,206.56,193.69,58.33,78.91,155.22,82.58,132.39,206.00,365.00
22:22,136.23,115.80,323.40,67.62,286.07,105.47,211.67,74.71,15.83,294.47,102.53,47.53,93.73,144.67,150.79,160.93,173.50,172.20,156.88,4.27,51.83,325.59,45.33,106.56,161.82,317.80,117.75,106.53,258.27,75.00,785.86,255.48,88.87,468.20,97.41,347.67,64.91,73.32,399.65,185.93,101.53,255.07,120.47,193.29,113.95,227.85,176.92,228.86,62.73,79.77,140.94,68.04,78.81,242.88,367.55
22:23,149.00,114.93,333.00,68.88,328.93,122.93,298.07,23.00,13.11,246.60,82.53,116.20,106.13,163.07,171.00,193.00,133.17,147.13,154.06,0.00,58.17,262.41,27.00,101.36,203.18,244.47,114.70,144.73,207.00,88.52,845.43,286.91,94.13,334.87,134.88,265.13,29.14,85.53,361.06,134.80,116.94,142.40,127.93,157.59,115.80,157.05,213.78,136.92,111.24,136.36,111.42,69.96,98.44,284.82,421.41
22:24,258.38,125.87,272.67,69.69,330.87,118.60,249.40,48.86,28.17,170.13,72.07,112.47,129.73,192.93,197.93,183.67,164.61,281.00,102.00,11.87,66.41,263.09,22.67,128.42,172.23,112.67,86.45,121.00,279.60,64.33,840.29,243.96,143.27,346.53,151.71,268.13,10.18,113.26,265.53,132.47,119.12,186.13,78.93,276.35,128.65,194.05,205.94,215.69,96.24,34.59,110.67,66.79,73.81,331.59,436.73
